Field Office,Sub-Office,Jail or Prison Type,Juvenile Facility,Jail or Prison Name,Jail or Prison City,County,State,Jurisdiction,2015 Detainer/Notification Acceptance Status,2015 ICE Comments,2017 ICE Comments,ILRC Analysis,No 287(g),No ICE Detention Contract,No ICE holds,No ICE alerts,Limits on ICE interrogations in jail,Prohibition on asking about immigration status,General prohibition on assistance to ICE,ILRC Total,ILRC Comments,Title of Policy,LINK,GEOID - FIPS
SPM,Bloomington,County/City,NO,Wright County - MN,Buffalo,Wright County,MN,Wright County Sheriffs Office,3: Willing to accept (I-247N) Notifications but not (I-247D) Detainers,"Had basic knowledge of PEP program, accepting of I-247N forms, did not want a formal meeting with local ERO management.",Copy of Copy of AN 1373: not 1373 compliant; Accepts I-247A; Allows ICE access to jail; LEA cooperates and will hold up to point of release on local charges.,,1,1,1,0,0,0,0,3,,,,27171
SPM,Bloomington,County/City,NO,Yellow Medicine County - MN,Granite Falls,Yellow Medicine County,MN,Sheriff Bill Flaten,3: Willing to accept (I-247N) Notifications but not (I-247D) Detainers,No follow up requested.,Accepts I-247A; Allows ICE access to jail; LEA cooperates and will hold up to point of release on local charges.,,1,1,1,0,0,0,0,3,,,,27173
SPM,Grand Forks,County/City,NO,Marshall County - MN,Warren,Marshall,MN,Sheriff Jason Boman,3: Willing to accept (I-247N) Notifications but not (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,27089
SPM,Sioux Falls,County/City,NO,N/A,N/A,Murray County,MN,Sheriff Steve Telkamp,3: Willing to accept (I-247N) Notifications but not (I-247D) Detainers,,NO JAIL IN THIS COUNTY or LEA,,1,1,1,0,0,0,0,8,,,,27101
SPM,Grand Forks,County/City,NO,Tri-County Correction,Crookston,Red Lake,MN,Sheriff Mitch Bernstein,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,Uses Tri-County Community Corrections,No jail or LEA,,1,1,0,0,0,0,0,8,,,,27125
CHI,STL,County/City,NO,Adair County - MO,Kirksville,Adair,MO,Adair County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,1,0,0,0,0,0,2,,,,29001
CHI,KAN,County/City,NO,Andrew County - MO,Savannah,Andrew,MO,Andrew County,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29003
CHI,KAN,County/City,NO,Atchison - MO,Rock Port,Atchison,MO,Atchison County,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29005
CHI,STL,County/City,NO,Audrain County - MO,Mexico,Audrain,MO,Audrain County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,1,0,0,0,0,0,2,,,,29007
CHI,SPG,County/City,NO,Barton County - MO,Lamar,Barton,MO,Barton County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29011
CHI,KAN,County/City,NO,Bates - MO,Butler,Bates,MO,Bates County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29013
CHI,KAN,County/City,NO,Benton - MO,Warsaw,Benton,MO,Benton County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29015
CHI,STL,County/City,NO,Bollinger - MO,Marble Hill,Bollinger,MO,Bollinger County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,1,0,0,0,0,0,2,,,,29017
CHI,KAN,County/City,NO,Boone - MO,Columbia,Boone,MO,Boone County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29019
CHI,KAN,County/City,NO,Buchanan - MO,St. Joseph,Buchanan,MO,Buchanan County SO,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29021
CHI,STL,County/City,NO,Butler - MO,Poplar Bluff,Butler,MO,Butler County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,1,0,0,0,0,0,2,,,,29023
CHI,KAN,County/City,NO,Caldwell - MO,Kingston,Caldwell,MO,Caldwell Coutny Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,0,0,0,0,0,0,1,,,,29025
CHI,KAN,County/City,NO,Callaway - MO,Fulton,Callaway,MO,Callaway County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29027
CHI,SPG,County/City,NO,Camden - MO,Camdenton,Camden,MO,Camden County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29029
CHI,STL,County/City,NO,Cape Girardeau - MO,Jackson,Cape Girardeau,MO,Cape Girardeau County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,1,0,0,0,0,0,2,,,,29031
CHI,KAN,County/City,NO,Carroll - MO,Carrollton,Carrol,MO,Carrol County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29033
CHI,STL,County/City,NO,Carter - MO,Van Buren,Carter,MO,Carter County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,1,0,0,0,0,0,2,,,,29035
CHI,KAN,County/City,NO,Cass - MO,Harrisonville,Cass,MO,Cass County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29037
CHI,SPG,County/City,NO,Cedar - MO,Stockton,Cedar,MO,Cedar County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29039
CHI,STL,County/City,NO,Chariton - MO,Keytesville,Chariton,MO,Chariton County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,1,0,0,0,0,0,2,,,,29041
CHI,SPG,County/City,NO,Christian - MO,Ozark,Christian,MO,Christian County SO,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,0,0,0,0,0,0,1,,,,29043
CHI,STL,County/City,NO,Clark - MO,Kahoka,Clark,MO,Clark County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,1,0,0,0,0,0,2,,,,29045
CHI,KAN,County/City,NO,Clay - MO,Liberty,Clay,MO,Clay County SO,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29047
CHI,KAN,County/City,NO,Clinton - MO,Plattsburg,Clinton,MO,Clinton County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29049
CHI,KAN,County/City,NO,Cole - MO,Jefferson City,Cole,MO,Cole County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29051
CHI,KAN,County/City,NO,Cooper - MO,Boonville,Cooper,MO,Cooper County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29053
CHI,STL,County/City,NO,Crawford - MO,Steelville,Crawford,MO,Crawford County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,1,0,0,0,0,0,2,,,,29055
CHI,SPG,County/City,NO,Dade - MO,Greenfield,Dade,MO,Dade County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29057
CHI,SPG,County/City,NO,Dallas - MO,Buffalo,Dallas,MO,Dallas County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29059
CHI,KAN,County/City,NO,Daviess - MO,Gallatin,Daviess,MO,Daviess County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29061
CHI,KAN,County/City,NO,DeKalb - MO,Maysville,DeKalb,MO,DeKalb County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29063
CHI,STL,County/City,NO,Dent - MO,Salem,Dent,MO,Dent County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,1,0,0,0,0,0,2,,,,29065
CHI,SPG,County/City,NO,Douglas - MO,Ava,Douglas,MO,Douglas County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29067
CHI,STL,County/City,NO,Dunklin - MO,Kennett,Dunklin,MO,Dunklin County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,1,0,0,0,0,0,2,,,,29069
CHI,STL,County/City,NO,Franklin - MO,Union,Franklin,MO,Franklin County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,1,0,0,0,0,0,2,,,,29071
CHI,KAN,County/City,NO,Gentry - MO,Albany,Gentry,MO,Gentry County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29075
CHI,SPG,County/City,NO,Greene - MO,Springfield,Greene,MO,Greene County SO,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29077
CHI,KAN,County/City,NO,Grundy - MO,Trenton,Grundy,MO,Grundy County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29079
CHI,KAN,County/City,NO,Harrison -  MO,Bethany,Harrison,MO,Harrison County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29081
CHI,KAN,County/City,NO,Henry - MO,Clinton,Henry,MO,Henry County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29083
CHI,KAN,County/City,NO,Hickory - MO,Hermitage,Hickory,MO,Hickory County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29085
CHI,KAN,County/City,NO,Holt - MO,Oregon,Holt,MO,Holt County,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29087
CHI,KAN,County/City,NO,Howard - MO,Fayette,Howard,MO,Howard County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29089
CHI,SPG,County/City,NO,Howell - MO,West Plains,Howell,MO,Howell County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29091
CHI,LOU,County/City,NO,Iron - MO,Ironton,Iron,MO,Iron County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,1,0,0,0,0,0,2,,,,29093
CHI,KAN,County/City,NO,Jackson - MO,Lee's Summit,Jackson,MO,Jackson County SO,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29095
CHI,SPG,County/City,NO,Jasper - MO,Carthage,Jasper,MO,Jasper County SO,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29097
CHI,STL,County/City,NO,Jefferson County - MO,Hillsboro,Jefferson,MO,Jefferson County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,1,0,0,0,0,0,2,,,,29099
CHI,KAN,County/City,NO,Johnson - MO,Warrensburg,Johnson,MO,Johnson County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29101
CHI,SPG,County/City,NO,Laclede - MO,Lebanon,Laclede,MO,Laclede County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29105
CHI,KAN,County/City,NO,Lafayette - MO,Lexington,Lafayette,MO,Lafayette County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29107
Chicago,SPG,County/City,NO,Lawrence - MO,Mt. Vernon,Lawrence,MO,,NONE,Item,,,1,1,0,0,0,0,0,2,,,,29109
CHI,STL,County/City,NO,Lewis - MO,Monticello,Lewis,MO,Lewis County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,1,0,0,0,0,0,2,,,,29111
CHI,STL,County/City,NO,Lincoln - MO,Troy,Lincoln County,MO,Lincioln County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,0,0,0,0,0,0,1,,,,29113
CHI,STL,County/City,NO,Linn - MO,Linneus,Linn,MO,Linn County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,1,0,0,0,0,0,2,,,,29115
CHI,KAN,County/City,NO,Livingston - MO,Chillicothe,Livingston,MO,Livingston County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29117
CHI,STL,County/City,NO,Macon - MO,Macon,Macon,MO,Macon County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,1,0,0,0,0,0,2,,,,29121
CHI,STL,County/City,NO,Madison - MO,Fredericktown,Madison,MO,Madison County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,1,0,0,0,0,0,2,,,,29123
CHI,STL,County/City,NO,Maries - MO,Vienna,Maries,MO,Maries County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,1,0,0,0,0,0,2,,,,29125
CHI,STL,County/City,NO,Marion - MO,Palmyra,Marion,MO,Marion County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,1,0,0,0,0,0,2,,,,29127
Chicago,SPG,County/City,NO,McDonald - MO,Pineville,McDonald,MO,,NONE,Item,,,1,1,0,0,0,0,0,2,,,,29119
CHI,KAN,County/City,NO,Mercer - MO,Princeton,Mercer,MO,Mercer County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29129
CHI,KAN,County/City,NO,Miller - MO,Tuscumbia,Miller,MO,Miller county Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29131
Chicago,STL,County/City,NO,Mississippi - MO,Charleston,Mississippi,MO,,,Item,,,1,1,0,0,0,0,0,2,,,,29133
CHI,KAN,County/City,NO,Moniteau - MO,California,Moniteau,MO,Moniteau County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29135
CHI,STL,County/City,NO,Monroe - MO,Paris,Monroe,MO,Monroe County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,1,0,0,0,0,0,2,,,,29137
CHI,STL,County/City,NO,Montgomery - MO,Montgomery City,Montgomery,MO,Montgomery County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,0,0,0,0,0,0,1,,,,29139
CHI,STL,County/City,NO,New Madrid - MO,New Madrid,New Madrid,MO,New Madrid County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,1,0,0,0,0,0,2,,,,29143
Chicago,SPG,County/City,NO,Newton - MO,Neosho,Newon,MO,,NONE,Item,,,1,1,0,0,0,0,0,2,,,,29145
CHI,KAN,County/City,NO,Nodaway - MO,Maryville,Nodaway,MO,Nodaway County,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29147
CHI,SPG,County/City,NO,Oregon - MO,Alton,Oregon,MO,Oregon County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29149
CHI,KAN,County/City,NO,Osage - MO,Linn,Osage,MO,Osage County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29151
CHI,SPG,County/City,NO,Ozark - MO,Gainesville,Ozark,MO,Ozark County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29153
CHI,STL,County/City,NO,Pemiscot - MO,Caruthersville,Pemiscot,MO,Pemiscot County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,1,0,0,0,0,0,2,,,,29155
CHI,STL,County/City,NO,Perry - MO,Perryville,Perry,MO,Perry County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,1,0,0,0,0,0,2,,,,29157
CHI,SPG,County/City,NO,Pettis - MO,Sedalia,Pettis,MO,Pettis County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29159
CHI,STL,County/City,NO,Phelps - MO,Rolla,Phelps,MO,Phelps County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,1,0,0,0,0,0,2,,,,29161
CHI,STL,County/City,NO,Pike - MO,Bowling Green,Pike,MO,Pike County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,1,0,0,0,0,0,2,,,,29163
CHI,KAN,County/City,NO,Platte - MO,Platte City,Platte,MO,Platte County SO,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,0,0,0,0,0,0,1,,,,29165
CHI,SPG,County/City,NO,Polk - MO,Bolivar,Polk,MO,Polk County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29167
CHI,SPG,County/City,NO,Pulaski - MO,Waynesville,Pulaski,MO,Pulaski County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29169
CHI,KAN,County/City,NO,Putnam - MO,Unionville,Putnam,MO,Putnam County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,,,,1,1,0,0,0,0,0,2,,,,29171
CHI,STL,County/City,NO,Ralls - MO,New London,Ralls,MO,Ralls County Sheriff's Office,4: Willing to accept both (I-247N) Notifications and (I-247D) Detainers,None,,,1,1,0,0,0,0,0,2,,,,29173
